Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,VFDB_ID,VFDB_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,Protein_ID,Protein_Function,,,,
SRR5240473,Ambulances,SRR5240473_bin.3,xx50,Agrobacterium larrymoorei (taxid 160699),ATU_RS20365,4,VFG041070(gb,WP_010973765),85.8,797,95,2,9839,7503,1,797,0,1171,gb|WP_010973765,(ATU_RS20365) type VI secretion system tip protein VgrG [Imp (VF1258) - Effector delivery system (VFC0086)] [Agrobacterium tumefaciens str. C58],,,,
SRR5240483,Ambulances,SRR5240483_bin.1,xx36,Mixta calida (taxid 665913),fliI,1,VFG002331(gb,WP_026018001),85.8,452,64,0,81716,83071,1,452,6.23E-250,764,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240512,Ambulances,SRR5240512_bin.3,xx158,Acinetobacter radioresistens (taxid 40216),katA,3,VFG037041(gb,WP_014581728),85.8,500,71,0,17662,19161,5,504,1.64E-301,913,gb|WP_014581728,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis M01-240355],,,,
SRR5240518,Ambulances,SRR5240518_bin.6,xx243,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),katA,11,VFG037041(gb,WP_014581728),85.8,500,71,0,12657,14156,5,504,2.14E-301,913,gb|WP_014581728,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis M01-240355],,,,
SRR5240532,Ambulances,SRR5240532_bin.2,xx10,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),katA,2,VFG037041(gb,WP_014581728),85.8,500,71,0,219479,220978,5,504,1.42E-300,913,gb|WP_014581728,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis M01-240355],,,,
SRR5240534,Ambulances,SRR5240534_bin.5,xx506,Leclercia adecarboxylata (taxid 83655),ompA,1,VFG043544(gb,WP_000750416),85.8,351,45,2,6412,5360,1,346,5.48E-198,599,gb|WP_000750416,(ompA) porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],,,,
SRR5240588,Ambulances,SRR5240588_bin.4,xx133,Pseudomonas viridiflava (taxid 33069),motY,1,VFG014736(gb,WP_005764856),85.8,302,42,1,21629,22534,1,301,5.74E-166,516,gb|WP_005764856,(motY) probable outer membrane protein precursor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000],,,,
SRR5240590,Ambulances,SRR5240590_bin.2,xx38,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),katA,2,VFG037041(gb,WP_014581728),85.8,500,71,0,116270,117769,5,504,8.34E-301,913,gb|WP_014581728,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis M01-240355],,,,
SRR5240594,Ambulances,SRR5240594_bin.2,xx153,Pseudomonas phytophila (taxid 2867264),algZ,1,VFG014981(gb,WP_011167313),85.8,360,51,0,19510,18431,1,360,4.18E-192,592,gb|WP_011167313,(algZ) sigma factor AlgU [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas syringae pv. phaseolicola 1448A],,,,
SRR5240596,Ambulances,SRR5240596_bin.3,xx130,Erwinia billingiae Eb661 (taxid 634500),EAMY_RS32260,1,VFG044341(gb,WP_004160310),85.8,705,98,1,7959,10067,1,705,0,1243,gb|WP_004160310,(EAMY_RS32260) TonB-dependent siderophore receptor [Desferrioxamine (VF1244) - Nutritional/Metabolic factor (VFC0272)] [Erwinia amylovora CFBP1430],,,,
SRR5240615,Ambulances,SRR5240615_bin.7,xx16,Mixta calida (taxid 665913),fliI,4,VFG002331(gb,WP_026018001),85.8,452,64,0,102591,101236,1,452,8.83E-250,764,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240655,Ambulances,SRR5240655_bin.1,xx9,Nissabacter sp. SGAir0207 (taxid 2126321),flhA,1,VFG002356(gb,WP_011816614),85.8,690,98,0,2616,547,1,690,0,1130,gb|WP_011816614,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240660,Ambulances,SRR5240660_bin.10,xx360,Pantoea stewartii subsp. stewartii DC283 (taxid 660596),fliI,3,VFG023641(gb,WP_005160385),85.8,452,64,0,12039,13394,1,452,5.6E-249,760,gb|WP_005160385,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)],,,,
SRR5240662,Ambulances,SRR5240662_bin.6,xx13,Pseudomonas sp. LTJR-52 (taxid 2479392),rpoN,3,VFG042736(gb,NP_253152),85.8,499,68,2,21397,19904,1,497,8.98E-267,815,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240665,Ambulances,SRR5240665_bin.6,xx173,Pseudomonas luteola (taxid 47886),rpoN,2,VFG042736(gb,NP_253152),85.8,499,68,2,25214,23721,1,497,1.51E-267,815,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240674,Ambulances,SRR5240674_bin.9,xx161,Pseudomonas luteola (taxid 47886),rpoN,2,VFG042736(gb,NP_253152),85.8,499,68,2,5733,7226,1,497,1.35E-267,815,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240316,Ambulances,SRR5240316_bin.3,xx32,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),pilQ,1,VFG013895(gb,WP_041755270),85.7,704,91,5,89429,87327,1,697,0,1132,gb|WP_041755270,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240333,Ambulances,SRR5240333_bin.3,xx11,Pantoea agglomerans pv. betae (taxid 77834),flhA,1,VFG043034(gb,NP_460870),85.7,699,93,2,37093,39189,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240359,Ambulances,SRR5240359_bin.1,xx37,Pantoea agglomerans pv. betae (taxid 77834),flhA,4,VFG043034(gb,NP_460870),85.7,699,93,2,27025,29121,1,692,0,1130,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240361,Ambulances,SRR5240361_bin.9,xx238,Pantoea agglomerans (taxid 549),tufA,1,VFG046459(gb,WP_004287053),85.7,105,15,0,12142,12456,1,105,1.65E-51,188,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
SRR5240366,Ambulances,SRR5240366_bin.6,xx7,Pseudomonas sp. KNUC1026 (taxid 2893890),rpoN,3,VFG042736(gb,NP_253152),85.7,502,67,2,38651,37146,1,497,2.44E-267,817,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240408,Ambulances,SRR5240408_bin.8,xx120,Pantoea agglomerans (taxid 549),flhA,3,VFG043034(gb,NP_460870),85.7,699,93,2,59375,57279,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240426,Ambulances,SRR5240426_bin.5,xx68,Pantoea agglomerans pv. gypsophilae (taxid 48984),fliI,1,VFG043059(gb,NP_460925),85.7,453,64,1,33854,32499,1,453,1.01E-243,746,gb|NP_460925,(fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240430,Ambulances,SRR5240430_bin.5,xx162,Pantoea agglomerans (taxid 549),flhA,3,VFG043034(gb,NP_460870),85.7,699,93,2,42991,40895,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240436,Ambulances,SRR5240436_bin.10,xx93,Pseudomonas sp. BSw22131 (taxid 3002903),rpoN,1,VFG042736(gb,NP_253152),85.7,497,71,0,62602,64092,1,497,1.03E-271,828,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240462,Ambulances,SRR5240462_bin.7,xx206,Brucella pseudogrignonensis (taxid 419475),htrB,1,VFG011420(gb,WP_002963981),85.7,307,44,0,19501,20421,2,308,9.86E-177,546,gb|WP_002963981,(htrB) lipid A biosynthesis lauroyl acyltransferase [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis biovar Abortus 2308],,,,
SRR5240462,Ambulances,SRR5240462_bin.7,xx545,Brucella pseudogrignonensis (taxid 419475),waaA/kdtA,1,VFG018277(gb,WP_004692512),85.7,441,63,0,2110,788,1,441,2.49E-253,770,gb|WP_004692512,(waaA/kdtA) lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella canis ATCC 23365],,,,
SRR5240473,Ambulances,SRR5240473_bin.4,xx129,Pseudomonas viridiflava (taxid 33069),gacS,2,VFG015071(gb,WP_011268595),85.7,917,131,0,1669,4419,1,917,0,1504,gb|WP_011268595,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240515,Ambulances,SRR5240515_bin.4,xx273,Pantoea agglomerans (taxid 549),tufA,1,VFG046459(gb,WP_004287053),85.7,105,15,0,12125,12439,1,105,1.65E-51,188,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
SRR5240519,Ambulances,SRR5240519_bin.7,xx144,Pseudomonas knackmussii (taxid 65741),hdtS,2,VFG015609(gb,WP_011911258),85.7,245,35,0,30653,31387,1,245,6.52E-140,438,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240543,Ambulances,SRR5240543_bin.1,xx143,Pantoea agglomerans pv. gypsophilae (taxid 48984),fliI,1,VFG043059(gb,NP_460925),85.7,453,64,1,8269,9624,1,453,1.23E-243,745,gb|NP_460925,(fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240549,Ambulances,SRR5240549_bin.1,xx146,Pseudomonas sp. NIBR-H-19 (taxid 2901380),aprA,1,VFG015834(gb,WP_011334735),85.7,467,67,0,17835,16435,1,467,1.5E-241,740,gb|WP_011334735,(aprA) alkaline metalloproteinase precursor [Alkaline protease (VF0090) - Exoenzyme (VFC0251)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240549,Ambulances,SRR5240549_bin.2,xx273,Pantoea agglomerans (taxid 549),tufA,4,VFG046459(gb,WP_004287053),85.7,105,15,0,12151,12465,1,105,1.65E-51,188,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
SRR5240552,Ambulances,SRR5240552_bin.3,xx190,Pantoea agglomerans (taxid 549),tufA,1,VFG046459(gb,WP_004287053),85.7,105,15,0,322,8,1,105,1.64E-51,188,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
SRR5240553,Ambulances,SRR5240553_bin.1,xx12,Desemzia incerta (taxid 82801),eno,3,VFG018662(gb,WP_012130507),85.7,433,60,1,148366,149658,1,433,1.02E-239,735,gb|WP_012130507,(eno) phosphopyruvate hydratase [Streptococcal enolase (VF1060) - Exoenzyme (VFC0251)] [Streptococcus gordonii str. Challis substr. CH1],,,,
SRR5240604,Ambulances,SRR5240604_bin.5,xx27,Pseudomonas sp. p1(2021b) (taxid 2874628),gacS,2,VFG015075(gb,WP_011532652),85.7,921,129,1,54822,52060,1,918,0,1495,gb|WP_011532652,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas entomophila L48],,,,
SRR5240615,Ambulances,SRR5240615_bin.1,xx529,Stutzerimonas balearica DSM 6083 (taxid 1123016),pilQ,2,VFG013895(gb,WP_041755270),85.7,698,95,4,5601,7685,1,696,0,1134,gb|WP_041755270,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240625,Ambulances,SRR5240625_bin.1,xx187,Buttiauxella sp. WJP83 (taxid 2986951),ompA,1,VFG043544(gb,WP_000750416),85.7,357,40,3,15528,14458,1,346,2.02E-194,598,gb|WP_000750416,(ompA) porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933],,,,
SRR5240638,Ambulances,SRR5240638_bin.8,xx156,Pseudomonas sp. StFLB209 (taxid 1028989),pilB,3,VFG013780(gb,WP_011920938),85.7,567,80,1,32926,31229,1,567,7.17e-315,955,gb|WP_011920938,(pilB) type 4 fimbrial biogenesis protein PilB [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp],,,,
SRR5240640,Ambulances,SRR5240640_bin.4,xx721,Pantoea agglomerans (taxid 549),tufA,4,VFG046459(gb,WP_004287053),85.7,105,15,0,322,8,1,105,1.65E-51,188,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
SRR5240686,Ambulances,SRR5240686_bin.2,xx1151,Stenotrophomonas sp. 169 (taxid 2770322),cheD,4,VFG043209(gb,WP_005168769),85.7,63,9,0,2,190,369,431,8.9E-21,97.8,gb|WP_005168769,(cheD) methyl-accepting chemotaxis protein CheD [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240292,Ambulances,SRR5240292_bin.2,xx50,Pantoea agglomerans (taxid 549),flhA,3,VFG043034(gb,NP_460870),85.6,699,94,2,42408,40312,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240317,Ambulances,SRR5240317_bin.8,xx100,Pantoea agglomerans pv. betae (taxid 77834),flhA,3,VFG043034(gb,NP_460870),85.6,699,94,2,26001,28097,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240318,Ambulances,SRR5240318_bin.2,xx12,Pseudomonas luteola (taxid 47886),flhA,2,VFG014591(gb,WP_003155638),85.6,703,97,1,44578,46674,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240326,Ambulances,SRR5240326_bin.2,xx251,Enterobacteriaceae (taxid 543),fepA,1,VFG048511(gb,WP_014228348),85.6,208,28,1,1,618,542,749,7.97E-109,367,gb|WP_014228348,(fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686],,,,
SRR5240334,Ambulances,SRR5240334_bin.11,xx3007,Pseudomonas sp. Leaf58 (taxid 1736226),mucP,2,VFG015775(gb,WP_012315895),85.6,360,52,0,1081,2,1,360,2.6E-214,612,gb|WP_012315895,(mucP) metalloprotease protease [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas putida W619],,,,
SRR5240361,Ambulances,SRR5240361_bin.9,xx263,Pantoea agglomerans pv. betae (taxid 77834),flhA,2,VFG043034(gb,NP_460870),85.6,699,94,2,3701,5797,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240368,Ambulances,SRR5240368_bin.3,xx76,Pseudomonas putida S13.1.2 (taxid 1384061),gacS,10,VFG015075(gb,WP_011532652),85.6,921,130,1,44796,47558,1,918,0,1496,gb|WP_011532652,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas entomophila L48],,,,
SRR5240370,Ambulances,SRR5240370_bin.10,xx52,Pseudomonas sp. LTJR-52 (taxid 2479392),flhA,1,VFG014591(gb,WP_003155638),85.6,703,97,1,14743,12647,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240381,Ambulances,SRR5240381_bin.4,xx2,Pseudomonas luteola (taxid 47886),flhA,1,VFG014591(gb,WP_003155638),85.6,703,97,1,18341,20437,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240383,Ambulances,SRR5240383_bin.3,xx86,Mixta hanseatica (taxid 2872648),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,38077,36722,1,452,7.93E-249,760,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240383,Ambulances,SRR5240383_bin.6,xx61,Pseudomonas sp. LTJR-52 (taxid 2479392),flhA,2,VFG014591(gb,WP_003155638),85.6,703,97,1,68919,66823,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240384,Ambulances,SRR5240384_bin.5,xx11,Pseudomonas atacamensis (taxid 2565368),pvdQ,1,VFG015960(gb,WP_011333981),85.6,779,107,3,199478,197148,3,778,0,1356,gb|WP_011333981,(pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240388,Ambulances,SRR5240388_bin.4,xx45,Pantoea agglomerans (taxid 549),flhA,1,VFG043034(gb,NP_460870),85.6,699,94,2,26987,24891,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240395,Ambulances,SRR5240395_bin.4,xx48,Mixta hanseatica (taxid 2872648),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,11398,12753,1,452,5.82E-249,761,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240436,Ambulances,SRR5240436_bin.10,xx127,Pseudomonas sp. BSw22131 (taxid 3002903),algZ,1,VFG014979(gb,WP_007247213),85.6,348,50,0,23005,24048,13,360,1.74E-184,572,gb|WP_007247213,(algZ) sigma factor AlgU [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas syringae pv. tomato str. DC3000],,,,
SRR5240438,Ambulances,SRR5240438_bin.3,xx12,Pseudomonas sp. LTJR-52 (taxid 2479392),flhA,1,VFG014591(gb,WP_003155638),85.6,703,97,1,90221,88125,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240438,Ambulances,SRR5240438_bin.3,xx20,Pseudomonas sp. LTJR-52 (taxid 2479392),rpoN,1,VFG042736(gb,NP_253152),85.6,499,69,2,25174,23681,1,497,9.83E-267,815,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240440,Ambulances,SRR5240440_bin.4,xx29,Pantoea agglomerans pv. betae (taxid 77834),flhA,2,VFG043034(gb,NP_460870),85.6,699,94,2,26988,29084,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240442,Ambulances,SRR5240442_bin.5,xx71,Mixta hanseatica (taxid 2872648),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,13359,14714,1,452,2.12E-248,759,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240454,Ambulances,SRR5240454_bin.7,xx145,Pantoea agglomerans pv. betae (taxid 77834),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,17890,16535,1,452,2.7E-248,758,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240479,Ambulances,SRR5240479_bin.5,xx87,Pantoea sp. MT58 (taxid 2768165),icmF/tssM,1,VFG048749(gb,WP_014229651),85.6,1076,147,2,1690,4908,86,1156,0,1833,gb|WP_014229651,(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686],,,,
SRR5240498,Ambulances,SRR5240498_bin.3,xx5,Pseudomonas sp. LTJR-52 (taxid 2479392),flhA,1,VFG014591(gb,WP_003155638),85.6,703,97,1,32162,34258,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240502,Ambulances,SRR5240502_bin.2,xx1236,Pseudomonas sp. MM227 (taxid 3019968),gmd,3,VFG026325(gb,WP_009889299),85.6,146,21,0,440,3,5,150,1.82E-77,255,gb|WP_009889299,(gmd) GDP-mannose 4 6-dehydratase [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia thailandensis E264] ,,,,
SRR5240506,Ambulances,SRR5240506_bin.2,xx4,Pantoea agglomerans pv. betae (taxid 77834),flhA,1,VFG043034(gb,NP_460870),85.6,699,94,2,449759,447663,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240528,Ambulances,SRR5240528_bin.1,xx31,Pseudomonas sp. LTJR-52 (taxid 2479392),flhA,3,VFG014591(gb,WP_003155638),85.6,703,97,1,44728,46824,5,707,0,1138,gb|WP_003155638,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7],,,,
SRR5240544,Ambulances,SRR5240544_bin.1,xx187,Pseudomonas fluorescens (taxid 294),pilR,2,VFG013992(gb,WP_011921055),85.6,445,62,2,20136,21464,2,446,6.27E-238,728,gb|WP_011921055,(pilR) two-component response regulator PilR [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp],,,,
SRR5240549,Ambulances,SRR5240549_bin.1,xx21,Pseudomonas sp. NIBR-H-19 (taxid 2901380),pvdQ,1,VFG015960(gb,WP_011333981),85.6,779,109,1,30784,33120,3,778,0,1358,gb|WP_011333981,(pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240552,Ambulances,SRR5240552_bin.3,xx122,Pantoea agglomerans pv. betae (taxid 77834),flhA,2,VFG043034(gb,NP_460870),85.6,699,94,2,17355,19451,1,692,0,1131,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240580,Ambulances,SRR5240580_bin.11,xx79,Pantoea agglomerans pv. gypsophilae (taxid 48984),fliI,3,VFG002331(gb,WP_026018001),85.6,452,65,0,27941,26586,1,452,4.05E-248,758,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240585,Ambulances,SRR5240585_bin.3,xx700,Pantoea agglomerans pv. betae (taxid 77834),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,15058,13703,1,452,1.12E-248,758,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240617,Ambulances,SRR5240617_bin.1,xx142,Pseudomonas sp. KU26590 (taxid 2991051),fliF,1,VFG014417(gb,WP_011059974),85.6,597,79,3,16273,14498,1,595,0,979,gb|WP_011059974,(fliF) flagellar M-ring protein FliF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas fluorescens Pf-5],,,,
SRR5240617,Ambulances,SRR5240617_bin.8,xx35,Pantoea sp. CCBC3-3-1 (taxid 2490851),fliI,1,VFG002331(gb,WP_026018001),85.6,451,63,1,155367,154021,2,452,3.76E-246,754,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240618,Ambulances,SRR5240618_bin.1,xx102,Pantoea agglomerans pv. betae (taxid 77834),fliI,1,VFG002331(gb,WP_026018001),85.6,452,65,0,19943,18588,1,452,3.88E-248,758,gb|WP_026018001,(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
SRR5240628,Ambulances,SRR5240628_bin.3,xx65,Pseudomonas sp. p1(2021b) (taxid 2874628),gacS,6,VFG015075(gb,WP_011532652),85.6,921,130,1,58219,55457,1,918,0,1494,gb|WP_011532652,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas entomophila L48],,,,
